"target","feature_1","feature_2","feature_3","feature_4"
841.288800419871,16.8041526339948,1377.57452510431,0.731498068897054,1.98291291622445
1104.73641526814,80.7516399072483,1240.01413475138,0.860490103485063,4.19468302419409
300.403325070374,38.4942351374775,467.305661526809,0.342710264259949,10.9579369626008
430.741218386774,32.7734317164868,1288.71509656067,0.49292217893526,8.26288641337305
896.371200714619,60.2100674761459,1114.49587917931,0.853853279957548,7.86896445928141
453.584290263297,60.4394054040313,682.010820410483,0.38725300040096,7.29259285284206
-68.3557541550495,12.4633444240317,192.920702604143,0.726507528452203,9.0341767007485
730.915422992817,29.4600924244151,781.97792684721,0.684121700236574,6.43194812489673
36.3932325269389,57.7609919011593,254.81777097749,0.845532960491255,9.61800134181976
-81.3463461753051,63.0979274399579,636.258523625619,0.0328013296239078,10.8419503844343
436.551776284184,51.2015897547826,656.716915471529,0.728461743798107,6.8940471871756
16.5778285528229,50.5023914156482,253.685359066503,0.476622151909396,1.55763965006918
328.612260300111,53.4035353455693,371.066956591827,0.581891980255023,6.27186320861802
34.3143953001148,55.72494356893,374.669595151727,0.20705047249794,7.19151212275028
189.55658304756,86.791948764585,1617.85824101058,0.0288660067599267,2.6235734266229
1164.20948306305,82.9708693316206,1272.88383144722,0.973261137725785,10.4045727001503
405.91110819521,11.144915339537,1466.13456798968,0.247435241937637,1.94953474123031
388.02251979676,70.368835888803,1212.94632659744,0.119677688693628,9.11324252048507
521.64503248484,89.7488264366984,478.829800246929,0.684861996676773,10.9313125503249
699.905971308696,27.9732553754002,882.135496381833,0.734296159353107,7.44329000264406
442.992676171361,22.8201881283894,1296.73504686516,0.321671058423817,3.5288836681284
1400.9704618451,1.53298925142735,1468.81326962276,0.810468123061582,3.07669743336737
451.220382696669,12.8981558606029,1466.45084613857,0.38983784080483,9.19342608796433
352.537520002796,9.33819285128266,452.298760377026,0.59608176490292,3.71724660415202
307.695750475049,23.6885007470846,1107.69558366096,0.339550524484366,9.32643491216004
905.212315469621,79.1147409472615,827.855911643256,0.718054020544514,6.40848610224202
1069.19080338031,59.9731565685943,1167.21329954507,0.947251248871908,10.4608273240738
97.8185849853535,91.0147710936144,811.826757308638,0.08143135975115,9.2190213445574
493.420828392802,56.0424553928897,1563.04419638492,0.23543762229383,10.667767372448
321.210413668945,75.5704769166186,649.614054876532,0.362547337310389,10.2393416631967
60.7050882320511,37.9171891137958,640.767653199822,0.325240832287818,8.58804684504867
352.242546954284,37.3280976898968,931.976972122785,0.416526598390192,6.05166420014575
393.078360106106,17.0290642883629,677.291416755463,0.505687593948096,9.883602891583
94.5894898924391,45.3307323623449,489.613184692232,0.617336421972141,2.35224057827145
778.825002930968,25.8413960458711,1481.96662500995,0.585414386121556,2.3057995471172
872.894567749571,33.6265952326357,1005.36722714663,0.899230673676357,10.2284331354313
62.2031678891416,88.9583034673706,286.899368629605,0.574902723543346,8.48038552701473
-17.9528953956386,20.1946298824623,304.693251166635,0.313261902425438,1.53167387843132
568.611204050753,57.9186042770743,1063.12945602332,0.480002025375143,9.88085899641737
557.827995938883,20.7632029894739,1004.53142883971,0.595621371874586,2.09725192887709
33.9165265106788,28.1468792352825,922.065576734412,0.0674024804029614,6.92730831820518
642.559119163373,78.6281204083934,647.167052549521,0.734873360022902,3.8164910315536
833.699458046134,17.3019349342212,1236.17941690708,0.64350289455615,4.37718944298103
277.198836181,57.0747518213466,1533.15748409871,0.0673548493068665,5.98143404722214
1182.8898457174,41.9282963266596,1509.55758270466,0.69747218885459,6.94144800677896
281.37325505333,26.7622165149078,562.28942275612,0.34926046221517,5.24354081507772
310.954454112952,4.78094418067485,1114.66776898149,0.314073899993673,3.90958007331938
1514.95312184472,10.3493053931743,1483.13365184484,0.982316887704656,1.48176714917645
879.720454060143,31.4031455665827,1092.22181464734,0.750116250477731,4.08325354941189
644.501357542912,80.0641062203795,450.493815327762,0.704857191070914,9.76894003013149
243.319345985621,22.9324695421383,1387.88161449538,0.222896154038608,9.77767224563286
257.906053771553,21.2998440722004,330.071821289834,0.25522513105534,3.43719093035907
1046.75078594192,87.7100905869156,1576.6701006735,0.650278991553932,10.8444007779472
304.119562811694,99.3221963290125,631.021293930209,0.617265564389527,9.86504390276968
547.372395855806,84.4247019849718,1186.33430912089,0.253344082273543,1.43710932135582
370.758322312072,91.0436549223959,554.318569533061,0.518791281618178,4.74664020026103
-180.679314423148,47.126973234117,389.598214296979,0.0423228598665446,1.54708106676117
73.319404178934,22.4418408004567,298.022854610644,0.470853390172124,8.67692612484097
733.474988691063,12.781465658918,840.670729149328,0.876224666368216,2.49506237125024
-88.6078578715325,27.9683512402698,188.592282589676,0.949819611851126,10.6684889448807
1502.92280911568,81.6106060286984,1691.78542673163,0.756004152819514,7.26688059419394
979.87702200062,5.76129928231239,955.125565366724,0.926369913853705,2.06133956462145
347.025920858624,80.2829249529168,717.539088635519,0.556916653178632,2.87042614677921
908.631784596143,10.4387835366651,1562.40420939958,0.619347434490919,9.21542461169884
1309.96471673994,76.6606018645689,1358.19547676276,0.932257000356913,7.53090972686186
796.031115658533,30.4810566361994,1366.41942522951,0.671142858918756,2.12306555267423
45.3307199326366,76.9287420902401,1578.94010345954,0.0513235786929727,6.93493736349046
