"target","feature_1"
1,0.39244437699359
0,0.0337248705313368
1,0.698275177878341
1,2.5449208376694
0,0.108575371686724
1,0.673168369337227
0,0.237587081151331
1,0.545123370204146
0,0.331524164911923
0,0.0932620670099604
1,2.28548230128261
0,0.151977748975739
0,0.385939858911917
1,4.90489559026403
1,1.2654695705943
0,0.00201902921913364
0,0.000262124619213095
1,0.890826792600785
1,0.674404251278333
0,0.352718779343903
1,0.844519409527949
1,0.611737192921278
0,0.00555993674425115
1,3.95752016983448
0,0.384183957753237
0,0.00315043540111442
0,0.0242722399095703
1,2.1631125747454
0,0.228627475200377
0,0.174675147742161
1,1.84601012374316
0,0.010565316892338
0,0.150289278409038
0,0.00289498239212807
1,1.896293023053
0,0.172220487568292
0,0.155464567596909
0,0.00351807902941849
1,1.21005581900828
1,0.582437223033733
0,0.0270680137242133
0,0.064192140961594
0,0.485757946655565
0,0.309873916757588
1,0.474384406774392
1,0.500549397124854
0,0.132920007115541
1,0.590642856064218
0,0.012621671384504
1,0.776350825617315
0,0.158488291982838
0,0.374576306035548
0,0.116362643877495
1,1.27546100278919
1,2.05355692963694
1,3.92198375800202
0,0.134851612778243
1,1.09021711787316
0,0.324580453893122
0,0.0182397460294064
1,5.76776786757198
0,0.00153977781449913
1,0.475740388114004
0,0.000784120896377633
1,0.552455063042348
1,0.0356425323559134
1,3.25787565200821
1,2.14785105225061
0,0.0234865856730903
1,4.72024147019382
0,0.226109312074379
0,0.504023934778623
0,0.372986678846038
1,0.8725383854434
1,1.57159670219505
0,0.0849409081973004
0,0.196507684861507
0,1.22180222953413e-06
0,0.00552663247662279
1,0.34753494599448
0,0.323384127685401
0,0.0182732579867971
1,1.38788897149487
1,2.32125579537178
0,0.352772073798336
0,0.11085594969122
1,1.13018126401703
0,0.092527859397558
0,0.136913919691866
0,0.0713417640319881
0,0.294327984027181
1,1.4589446367306
1,1.34653423051169
0,0.490299154967113
1,2.51804041245003
0,0.31190708754071
1,1.62968766669577
0,0.328633235160189
1,1.49967605656819
0,0.224108162581145
1,0.384854814210101
0,0.00177374677070132
1,0.829778249801505
0,0.0249730929075389
1,0.428481056054325
1,3.12330429248662
1,0.513669606178954
1,0.828417128037231
1,0.147598389168156
1,2.82971636587167
0,0.40416083887962
0,0.21311585706968
1,2.05143241084192
0,0.42340574421141
0,0.0430067728169041
0,0.154298069432499
0,0.102395435921902
0,0.0779042358984844
0,0.24422210676128
0,0.0314460999419712
0,0.2559929534691
1,1.80375328591512
0,0.046044322572324
0,0.0322405474812218
0,0.0100381846249229
0,0.507893265206288
0,0.00541172155446146
0,0.00141633086201116
1,0.464661008297391
0,0.105151209462702
0,0.00361927859327485
0,0.346796715947033
0,0.282488202782921
1,2.30552058760514
0,0.0939777220119973
1,2.36067806024868
0,0.0905866289255676
0,0.279079657440425
0,0.4252276029914
0,0.00323724332941554
1,3.6647720106899
1,1.38434829012057
1,2.77213321334573
0,0.214860433089151
1,1.24527768083884
1,0.563729172553127
1,4.35626418919017
0,0.000302607584512245
1,1.65456905459563
1,2.69158651956487
0,0.202668426152276
0,0.000344467390395346
0,0.101167490884963
1,0.863714001119757
1,2.2125381742462
1,1.1560384747017
1,1.00005760825748
0,0.385972306063769
1,1.91663769575896
1,3.49424743108074
0,0.180710330842198
0,0.0569524387741952
1,1.12038636440434
1,0.785745116870571
1,0.383461952782603
1,4.86688808405152
0,0.0650387861025463
1,2.02918500848491
0,0.020851245044537
0,0.0430721622513198
1,5.32676429052461
0,0.0111941410519163
0,0.208847908158427
0,0.00595257543412905
0,0.111556562701561
0,0.00120589704227556
1,0.620376148357237
1,4.30664184593622
1,1.05553522322896
1,1.45904269889313
1,1.51615736847741
1,0.968050492770664
0,0.048366919265176
1,2.15282264787119
0,0.271464698356589
0,0.0252030245185385
1,2.14501599438292
0,0.586881630118282
0,0.185082153218276
1,0.857678801132689
0,0.0313658131565155
0,0.161613470845772
0,0.535455388863881
1,0.689519598103921
1,1.45946401856516
1,1.09827132948799
1,2.07693553599667
1,1.03194607276588
0,0.169723163589099
0,0.145218956728768
0,0.167609866309569
1,2.85229297685365
1,2.51726285713185
0,0.109499972552705
1,5.22230145176345
1,6.23831341733292
1,0.444977270843209
0,0.293035284661557
0,0.000179547220537743
0,0.260210603167522
0,0.0270194140699699
0,0.176983982863042
0,0.160197456064706
1,1.87746962769312
1,0.975824442648256
1,2.30962494253061
0,0.0953207390857559
1,1.57073521151119
0,0.412473894718756
0,0.00199890692180457
1,3.00404604575643
0,4.54482569635941e-06
0,0.397278510949932
0,0.116259572452022
1,1.33765963001308
1,3.25132074008824
0,0.109648425524597
1,2.57767331692452
0,0.0388852522819014
0,0.0692614208609389
1,0.97185428323987
1,8.34586264725739
1,0.410216811320708
0,0.32547896264358
0,0.0035668697012618
0,0.00963906577444535
0,0.314519889649998
1,1.40768410105986
1,1.20291988484694
0,2.85586382378346e-05
0,0.500288380215116
1,1.06937880704385
0,0.0499434958507166
1,0.772127068908697
1,1.35248655843629
1,4.00065980634868
0,0.296796950391627
0,0.0653675115208376
0,0.0275961988558805
1,1.04134658913094
0,0.0185564041605046
0,0.165785457277911
0,0.00485179297586274
0,0.0613376261097366
1,0.483790924589232
1,1.31383944688563
1,5.77487141802764
0,0.328030598143203
0,0.140418381035615
0,0.180852634997496
1,0.904425360175139
0,0.151505583632066
0,0.0808439252393834
1,0.735151527546858
1,2.95711804788081
0,0.0729296495202165
0,0.17823933812037
1,1.41399042801182
0,0.109582833105511
1,0.88327916296828
0,0.0670460826005664
0,0.155534928327139
1,0.725660505231353
1,7.01808516388997
0,0.0243396429438258
1,1.27736846740797
1,5.240088595079
1,0.549082714964979
1,1.73250132241216
1,0.846038805343301
0,0.158507620680199
0,0.166079542921639
1,1.75366091959899
0,0.491725853954821
1,0.337112970288722
1,1.00214551162299
0,0.446462650522906
1,0.893374596082876
0,0.188097554520094
1,1.01034505288113
0,0.152192572043027
0,0.141654596530534
0,0.0596165103494954
1,2.0342100067001
1,3.16281073055044
0,0.0180761735305367
1,0.586141827511523
1,0.912286071576732
0,0.0025568901623488
0,0.0935230709672487
1,0.798652686406925
1,1.09683341302722
1,3.88617109032507
0,0.147173592975245
1,2.73619668103842
1,2.28678723174542
0,0.00688331294944886
0,0.321739566244972
1,1.04969958691637
0,0.104333200994783
1,1.08912696323624
0,0.00981654656583827
0,0.206240332256276
0,0.430049838003331
0,0.00129042044707032
1,1.14310622899654
0,0.234231733160126
0,0.0146434470434803
1,1.67479834948941
0,0.24434517984905
1,1.71060638631689
1,2.2411317838337
1,0.66374053973161
1,3.49611011996735
0,0.232352442845798
0,0.208059688598951
0,0.124891762024663
0,0.0290666597041228
1,0.746558130023989
0,0.461354444369907
0,0.10699507378709
1,2.46201890373612
0,0.135020058210259
1,1.86168267566584
0,0.111744030806529
1,0.536922624357441
1,0.896024374228653
0,1.93485997508616e-05
0,0.124131006987961
0,0.280577332396202
1,0.546992222586327
1,1.13094167454538
0,0.0606197794749055
0,0.0838098832411378
1,5.12972379713237
1,1.98485960757765
1,0.839091410721597
0,0.0365876369178473
1,0.645263925322016
1,3.56255984964211
1,2.17232573602767
1,0.458692610679922
0,0.144371643183018
0,0.037171233244424
1,2.48974251642663
0,0.35549511311477
1,1.37728283614498
0,0.0242245986670839
1,3.68221489832803
0,0.0381260169844573
1,6.72016274836759
1,1.72660169540118
1,0.403914906160933
0,0.184881801724803
0,0.0286686976535179
1,0.374811092562582
1,0.460145396034524
1,0.322569443034463
0,0.327805033310508
1,1.85856304944497
0,0.151104983243095
0,0.0772362650157379
1,0.677462532688262
0,0.00473907425986826
1,1.36343530786285
0,6.90397172351559e-05
0,0.0166037145208285
0,0.0212796989788925
0,0.0268668017381332
1,3.11011566652671
1,0.581538188922334
1,1.23527904721407
1,0.852311077753342
0,0.0270082398578804
1,1.33362121275425
0,0.00319467143050368
1,4.5341767702503
0,0.118918599637955
1,3.62885524966596
1,0.657997017345523
1,1.75298744282002
0,0.379008730219324
1,1.19174110847967
0,0.0940065411037936
0,0.0121349529517544
1,0.85435410256625
1,2.53737422678778
0,0.00202595394328941
0,0.511408629441804
1,0.748611012284132
1,1.15442337282513
