"target","feature_01","feature_02","feature_03","feature_04","feature_05","feature_06","feature_07","feature_08","feature_09","feature_10"
0,0.168041526339948,0.766337673645467,0.731498068897054,0.098291291622445,0.0913722147233784,0.296303116716444,0.103946768678725,0.00823224452324212,0.984761776635423,0.505572925554588
1,0.807516399072483,0.68213222711347,0.860490103485063,0.319468302419409,0.811965348431841,0.230696099344641,0.665823779301718,0.986168406438082,0.71209086664021,0.467636965680867
1,0.384942351374775,0.209130792180076,0.342710264259949,0.99579369626008,0.609234184026718,0.914360583294183,0.777264510979876,0.519065082771704,0.810672851512209,0.0511899238917977
1,0.327734317164868,0.711943760979921,0.49292217893526,0.726288641337305,0.545501794666052,0.332428477937356,0.830364716472104,0.66210074047558,0.275796539150178,0.694531190674752
1,0.602100674761459,0.605298185488209,0.853853279957548,0.686896445928141,0.861157362116501,0.556398497661576,0.210856321500614,0.631618617800996,0.693261404987425,0.687555248849094
1,0.604394054040313,0.340559205040336,0.38725300040096,0.629259285284206,0.289155251346529,0.581680471310392,0.190016204025596,0.734377874061465,0.90390183753334,0.216796580702066
0,0.124633444240317,0.0411703209392726,0.726507528452203,0.80341767007485,0.0502205993980169,0.216867886949331,0.352201401721686,0.668162800138816,0.544029344804585,0.154058902524412
0,0.294600924244151,0.401752509409562,0.684121700236574,0.543194812489673,0.259267304092646,0.204810633789748,0.169335516169667,0.641611923463643,0.322759946342558,0.55099391262047
0,0.577609919011593,0.0790596455335617,0.845532960491255,0.861800134181976,0.323770742630586,0.970049301162362,0.0858919352758676,0.583565581124276,0.384815119672567,0.86226529465057
1,0.630979274399579,0.312552650459111,0.0328013296239078,0.984195038443431,0.567870594793931,0.801175768254325,0.590342537965626,0.740741472924128,0.632430414436385,0.992409479338676
1,0.512015897547826,0.325075935805216,0.728461743798107,0.58940471871756,0.928015852114186,0.709841885371134,0.999783657025546,0.544109943555668,0.780037535587326,0.127253624144942
0,0.505023914156482,0.0783664572518319,0.476622151909396,0.0557639650069177,0.776401265989989,0.0423207310959697,0.755720529938117,0.69522962346673,0.860266639152542,0.787957681342959
0,0.534035353455693,0.150219770614058,0.581891980255023,0.527186320861802,0.0472096658777446,0.0325292043853551,0.112536523723975,0.0231130523607135,0.983364358311519,0.493726637447253
1,0.5572494356893,0.152425069594756,0.20705047249794,0.619151212275028,0.950857065618038,0.572317101992667,0.771325509995222,0.00523813907057047,0.618201915407553,0.588435821700841
1,0.86791948764585,0.913423601072282,0.0288660067599267,0.16235734266229,0.940749450586736,0.291054098401219,0.577051948057488,0.933839982608333,0.708143047988415,0.6169542693533
1,0.829708693316206,0.702252899063751,0.973261137725785,0.940457270015031,0.623159539885819,0.842133556725457,0.099204660160467,0.49493668298237,0.541143154259771,0.221270929323509
0,0.11144915339537,0.820548322051764,0.247435241937637,0.0949534741230309,0.0676700966432691,0.489622781053185,0.537590644322336,0.638389433035627,0.937254725722596,0.999314269283786
1,0.70368835888803,0.665563090704381,0.119677688693628,0.811324252048507,0.529665338341147,0.561916371108964,0.863589310552925,0.0244205351918936,0.864767376333475,0.534090660279617
1,0.897488264366984,0.216185113880783,0.684861996676773,0.993131255032495,0.118513769935817,0.0154153716284782,0.189838548656553,0.668159913970158,0.952186188427731,0.535556092858315
0,0.279732553754002,0.463062402792275,0.734296159353107,0.644329000264406,0.583886019652709,0.532547577284276,0.374104823218659,0.07570771407336,0.399829898495227,0.708934224676341
0,0.228201881283894,0.71685304841958,0.321671058423817,0.25288836681284,0.360700554447249,0.961686386261135,0.602736211614683,0.778828858397901,0.316325086634606,0.715990799944848
0,0.0153298925142735,0.822188047459349,0.810468123061582,0.207669743336737,0.319596020039171,0.738537542056292,0.30637104716152,0.549543482018635,0.218606102978811,0.846884459489956
0,0.128981558606029,0.820741926785558,0.38983784080483,0.819342608796433,0.179927833611146,0.776514194672927,0.744636805728078,0.658982718829066,0.356182530056685,0.701488223159686
0,0.0933819285128266,0.199944551801309,0.59608176490292,0.271724660415202,0.812264104606584,0.728267216356471,0.617913708090782,0.236532052280381,0.0111446341034025,0.978519211523235
1,0.236885007470846,0.601135490695015,0.339550524484366,0.832643491216004,0.802194394636899,0.314000332029536,0.778101311996579,0.0240405101794749,0.302869187202305,0.329640957526863
1,0.791147409472615,0.42983600194566,0.718054020544514,0.540848610224202,0.543631174368784,0.179470645496622,0.0137938999105245,0.975458995206282,0.957053202670068,0.696439010556787
1,0.599731565685943,0.637568331789225,0.947251248871908,0.946082732407376,0.312205930706114,0.318190819351003,0.0126968414988369,0.138390427688137,0.654293293599039,0.250539380358532
1,0.910147710936144,0.420024005230516,0.08143135975115,0.82190213445574,0.163447919301689,0.425557632697746,0.209012439008802,0.0895517328754067,0.47409461112693,0.178847815608606
1,0.560424553928897,0.879870038945228,0.23543762229383,0.9667767372448,0.76668807095848,0.629931556759402,0.183309100102633,0.856531251454726,0.376429508440197,0.984392201527953
1,0.755704769166186,0.320728030521423,0.362547337310389,0.923934166319668,0.559443447738886,0.150934895034879,0.0990256678778678,0.884585599415004,0.854374418966472,0.176500998437405
0,0.379171891137958,0.315312843769789,0.325240832287818,0.758804684504867,0.267855025129393,0.165450467262417,0.433927451027557,0.983005511574447,0.246769842458889,0.72369468701072
0,0.373280976898968,0.493572084465995,0.416526598390192,0.505166420014575,0.081052043940872,0.319687753682956,0.0917504639364779,0.930172621039674,0.695231947349384,0.613609969848767
0,0.170290642883629,0.337670295732096,0.505687593948096,0.8883602891583,0.634477413259447,0.29762477427721,0.473888185573742,0.306485348381102,0.948686348972842,0.350465593626723
0,0.453307323623449,0.222785994410515,0.617336421972141,0.135224057827145,0.525945492321625,0.829085622215644,0.567251201486215,0.831543672131374,0.670716813765466,0.557043836684898
0,0.258413960458711,0.830239668721333,0.585414386121556,0.13057995471172,0.965132294222713,0.524733211612329,0.306555396877229,0.657991263084114,0.246819092193618,0.76417077681981
1,0.336265952326357,0.538496783934534,0.899230673676357,0.922843313543126,0.376645701704547,0.660099558299407,0.313701804494485,0.156407681293786,0.344566157320514,0.669801321811974
1,0.889583034673706,0.0986978949513286,0.574902723543346,0.748038552701473,0.926919609075412,0.541228827089071,0.698568121530116,0.97932611592114,0.377111095003784,0.956197912571952
0,0.201946298824623,0.109590142499655,0.313261902425438,0.053167387843132,0.745982803171501,0.193682074081153,0.311235740548,0.750283002154902,0.0939907638821751,0.517652069684118
1,0.579186042770743,0.573855031048879,0.480002025375143,0.888085899641737,0.659987657563761,0.878959128633142,0.514239808777347,0.423113246681169,0.261075689923018,0.858860902488232
0,0.207632029894739,0.537985163042322,0.595621371874586,0.109725192887709,0.810356095666066,0.847636556951329,0.40950644784607,0.182134656235576,0.378077118191868,0.841308366740122
1,0.281468792352825,0.487504978431389,0.0674024804029614,0.592730831820518,0.580032238969579,0.653279325691983,0.181229482172057,0.914691335521638,0.737385034328327,0.781544603174552
0,0.786281204083934,0.319230136228725,0.734873360022902,0.28164910315536,0.520769113907591,0.223481085617095,0.342219450045377,0.575925189768896,0.923032768303528,0.548748749773949
1,0.173019349342212,0.679784864420071,0.64350289455615,0.337718944298103,0.95394267514348,0.446660809684545,0.819731705822051,0.303151664324105,0.509912039386109,0.520815353142098
1,0.570747518213466,0.861575354356319,0.0673548493068665,0.498143404722214,0.698239875026047,0.936554615851492,0.853779467055574,0.825672189937904,0.992081278003752,0.282605369342491
1,0.419282963266596,0.847129042958841,0.69747218885459,0.594144800677896,0.167316363658756,0.352018893929198,0.368168097920716,0.236306877806783,0.590030025225133,0.139249255415052
0,0.267622165149078,0.267273619538173,0.34926046221517,0.424354081507772,0.595064208144322,0.0178383882157505,0.0328238026704639,0.0917930097784847,0.350538342026994,0.468076261226088
0,0.0478094418067485,0.605403405148536,0.314073899993673,0.290958007331938,0.746064114850014,0.899492750409991,0.537748409900814,0.429659041808918,0.402814701665193,0.496466929558665
0,0.103493053931743,0.830954045988619,0.982316887704656,0.0481767149176449,0.72992147738114,0.752917557954788,0.149180242791772,0.328053446486592,0.0512992078438401,0.482579482952133
0,0.314031455665827,0.59166346443817,0.750116250477731,0.308325354941189,0.290013941470534,0.24217219511047,0.983299121260643,0.343997874762863,0.509662967175245,0.978854390094057
1,0.800641062203795,0.198839682852849,0.704857191070914,0.876894003013149,0.206610456574708,0.117606750689447,0.593827432254329,0.524319723946974,0.166091553866863,0.87242485396564
1,0.229324695421383,0.772646997589618,0.222896154038608,0.877767224563286,0.992741415742785,0.713708176277578,0.577923647360876,0.796697691315785,0.10664263414219,0.132783596869558
0,0.212998440722004,0.125125238206238,0.25522513105534,0.243719093035907,0.500199783127755,0.940201690187678,0.0550578813999891,0.0949795746710151,0.109639474190772,0.0675766733475029
1,0.877100905869156,0.888210923643783,0.650278991553932,0.984440077794716,0.380324044963345,0.61903295177035,0.166620909236372,0.215990401105955,0.113913651788607,0.872496523428708
1,0.993221963290125,0.309346762020141,0.617265564389527,0.886504390276968,0.44338794099167,0.331365957157686,0.261091779684648,0.151771125849336,0.801193535327911,0.0369453344028443
1,0.844247019849718,0.649272959446535,0.253344082273543,0.043710932135582,0.453283475944772,0.585288303205743,0.387861436465755,0.173993450356647,0.607609501574188,0.269312812713906
1,0.910436549223959,0.262394386110827,0.518791281618178,0.374664020026103,0.855552280554548,0.869149788515642,0.373193602077663,0.0134551802184433,0.805136111332104,0.633596426574513
